0,0,0,#f5222d
15,0,0.2588,#f5222d
30,0,0.5,#f5222d
45,0,0.7071,#f5222d
60,0,0.866,#f5222d
75,0,0.9659,#f5222d
90,0,1,#f5222d
105,0,0.9659,#f5222d
120,0,0.866,#f5222d
135,0,0.7071,#f5222d
150,0,0.5,#f5222d
165,0,0.2588,#f5222d
180,0,0,#f5222d
195,0,-0.2588,#f5222d
210,0,-0.5,#f5222d
225,0,-0.7071,#f5222d
240,0,-0.866,#f5222d
255,0,-0.9659,#f5222d
270,0,-1,#f5222d
285,0,-0.9659,#f5222d
300,0,-0.866,#f5222d
315,0,-0.7071,#f5222d
330,0,-0.5,#f5222d
345,0,-0.2588,#f5222d
360,0,0,#f5222d

0,1,0.4794,#fa8c16
15,1,0.6902,#fa8c16
30,1,0.854,#fa8c16
45,1,0.9595,#fa8c16
60,1,0.9997,#fa8c16
75,1,0.9718,#fa8c16
90,1,0.8776,#fa8c16
105,1,0.7236,#fa8c16
120,1,0.5203,#fa8c16
135,1,0.2815,#fa8c16
150,1,0.0236,#fa8c16
165,1,-0.236,#fa8c16
180,1,-0.4794,#fa8c16
195,1,-0.6902,#fa8c16
210,1,-0.854,#fa8c16
225,1,-0.9595,#fa8c16
240,1,-0.9997,#fa8c16
255,1,-0.9718,#fa8c16
270,1,-0.8776,#fa8c16
285,1,-0.7236,#fa8c16
300,1,-0.5203,#fa8c16
315,1,-0.2815,#fa8c16
330,1,-0.0236,#fa8c16
345,1,0.236,#fa8c16
360,1,0.4794,#fa8c16

0,2,0.8415,#fadb14
15,2,0.9526,#fadb14
30,2,0.9989,#fadb14
45,2,0.9771,#fadb14
60,2,0.8887,#fadb14
75,2,0.7397,#fadb14
90,2,0.5403,#fadb14
105,2,0.3041,#fadb14
120,2,0.0472,#fadb14
135,2,-0.213,#fadb14
150,2,-0.4586,#fadb14
165,2,-0.673,#fadb14
180,2,-0.8415,#fadb14
195,2,-0.9526,#fadb14
210,2,-0.9989,#fadb14
225,2,-0.9771,#fadb14
240,2,-0.8887,#fadb14
255,2,-0.7397,#fadb14
270,2,-0.5403,#fadb14
285,2,-0.3041,#fadb14
300,2,-0.0472,#fadb14
315,2,0.213,#fadb14
330,2,0.4586,#fadb14
345,2,0.673,#fadb14
360,2,0.8415,#fadb14

0,3,0.9975,#52c41a
15,3,0.9818,#52c41a
30,3,0.8992,#52c41a
45,3,0.7554,#52c41a
60,3,0.56,#52c41a
75,3,0.3265,#52c41a
90,3,0.0707,#52c41a
105,3,-0.1898,#52c41a
120,3,-0.4375,#52c41a
135,3,-0.6553,#52c41a
150,3,-0.8285,#52c41a
165,3,-0.9452,#52c41a
180,3,-0.9975,#52c41a
195,3,-0.9818,#52c41a
210,3,-0.8992,#52c41a
225,3,-0.7554,#52c41a
240,3,-0.56,#52c41a
255,3,-0.3265,#52c41a
270,3,-0.0707,#52c41a
285,3,0.1898,#52c41a
300,3,0.4375,#52c41a
315,3,0.6553,#52c41a
330,3,0.8285,#52c41a
345,3,0.9452,#52c41a
360,3,0.9975,#52c41a

0,4,0.9093,#13c2c2
15,4,0.7706,#13c2c2
30,4,0.5794,#13c2c2
45,4,0.3487,#13c2c2
60,4,0.0943,#13c2c2
75,4,-0.1666,#13c2c2
90,4,-0.4161,#13c2c2
105,4,-0.6373,#13c2c2
120,4,-0.815,#13c2c2
135,4,-0.9372,#13c2c2
150,4,-0.9955,#13c2c2
165,4,-0.986,#13c2c2
180,4,-0.9093,#13c2c2
195,4,-0.7706,#13c2c2
210,4,-0.5794,#13c2c2
225,4,-0.3487,#13c2c2
240,4,-0.0943,#13c2c2
255,4,0.1666,#13c2c2
270,4,0.4161,#13c2c2
285,4,0.6373,#13c2c2
300,4,0.815,#13c2c2
315,4,0.9372,#13c2c2
330,4,0.9955,#13c2c2
345,4,0.986,#13c2c2
360,4,0.9093,#13c2c2

0,5,0.5985,#1890ff
15,5,0.3707,#1890ff
30,5,0.1177,#1890ff
45,5,-0.1433,#1890ff
60,5,-0.3946,#1890ff
75,5,-0.6189,#1890ff
90,5,-0.8011,#1890ff
105,5,-0.9287,#1890ff
120,5,-0.993,#1890ff
135,5,-0.9897,#1890ff
150,5,-0.9189,#1890ff
165,5,-0.7854,#1890ff
180,5,-0.5985,#1890ff
195,5,-0.3707,#1890ff
210,5,-0.1177,#1890ff
225,5,0.1433,#1890ff
240,5,0.3946,#1890ff
255,5,0.6189,#1890ff
270,5,0.8011,#1890ff
285,5,0.9287,#1890ff
300,5,0.993,#1890ff
315,5,0.9897,#1890ff
330,5,0.9189,#1890ff
345,5,0.7854,#1890ff
360,5,0.5985,#1890ff

0,6,0.1411,#722ed1
15,6,-0.1199,#722ed1
30,6,-0.3728,#722ed1
45,6,-0.6002,#722ed1
60,6,-0.7868,#722ed1
75,6,-0.9197,#722ed1
90,6,-0.99,#722ed1
105,6,-0.9928,#722ed1
120,6,-0.9279,#722ed1
135,6,-0.7998,#722ed1
150,6,-0.6172,#722ed1
165,6,-0.3925,#722ed1
180,6,-0.1411,#722ed1
195,6,0.1199,#722ed1
210,6,0.3728,#722ed1
225,6,0.6002,#722ed1
240,6,0.7868,#722ed1
255,6,0.9197,#722ed1
270,6,0.99,#722ed1
285,6,0.9928,#722ed1
300,6,0.9279,#722ed1
315,6,0.7998,#722ed1
330,6,0.6172,#722ed1
345,6,0.3925,#722ed1
360,6,0.1411,#722ed1

0,7,-0.3508,#eb2f96
15,7,-0.5812,#eb2f96
30,7,-0.772,#eb2f96
45,7,-0.9102,#eb2f96
60,7,-0.9864,#eb2f96
75,7,-0.9953,#eb2f96
90,7,-0.9365,#eb2f96
105,7,-0.8138,#eb2f96
120,7,-0.6356,#eb2f96
135,7,-0.4141,#eb2f96
150,7,-0.1644,#eb2f96
165,7,0.0965,#eb2f96
180,7,0.3508,#eb2f96
195,7,0.5812,#eb2f96
210,7,0.772,#eb2f96
225,7,0.9102,#eb2f96
240,7,0.9864,#eb2f96
255,7,0.9953,#eb2f96
270,7,0.9365,#eb2f96
285,7,0.8138,#eb2f96
300,7,0.6356,#eb2f96
315,7,0.4141,#eb2f96
330,7,0.1644,#eb2f96
345,7,-0.0965,#eb2f96
360,7,-0.3508,#eb2f96
