-7.2983,-7.8554,24.7495,#440154
-7.3591,-8.0172,24.6721,#440154
-7.4298,-8.1845,24.614,#440154
-7.5099,-8.3563,24.5759,#440154
-7.5989,-8.5313,24.5586,#440254
-7.6961,-8.7082,24.5628,#440255
-7.801,-8.8857,24.5891,#440255
-7.9128,-9.0621,24.6379,#440255
-8.0306,-9.2359,24.7093,#440255
-8.1535,-9.4053,24.8034,#440255
-8.2806,-9.5685,24.9201,#440355
-8.4107,-9.7234,25.0588,#440355
-8.5427,-9.8681,25.2189,#440355
-8.6754,-10.0005,25.3994,#440355
-8.8073,-10.1186,25.599,#440356
-8.9372,-10.2204,25.8159,#440356
-9.0635,-10.304,26.0482,#440456
-9.1848,-10.3676,26.2936,#440456
-9.2995,-10.4096,26.5494,#440456
-9.4063,-10.4288,26.8127,#440456
-9.5035,-10.4241,27.0802,#440456
-9.5899,-10.395,27.3486,#440456
-9.6641,-10.3412,27.6142,#440556
-9.725,-10.2629,27.8734,#440557
-9.7714,-10.1608,28.1225,#440557
-9.8026,-10.0362,28.358,#440557
-9.8179,-9.8905,28.5766,#440557
-9.817,-9.7259,28.7751,#440557
-9.7997,-9.5447,28.9507,#430657
-9.7661,-9.3496,29.101,#430657
-9.7166,-9.1437,29.2242,#430657
-9.6518,-8.9299,29.3189,#430657
-9.5725,-8.7115,29.3841,#430658
-9.48,-8.4917,29.4195,#430658
-9.3753,-8.2736,29.4252,#430758
-9.2601,-8.06,29.4018,#430758
-9.1359,-7.8536,29.3503,#430758
-9.0042,-7.6569,29.272,#430758
-8.867,-7.4721,29.1686,#430758
-8.7258,-7.3008,29.0421,#430758
-8.5825,-7.1446,28.8945,#430758
-8.4388,-7.0047,28.7282,#430859
-8.2963,-6.8819,28.5454,#430859
-8.1564,-6.7767,28.3484,#430859
-8.0208,-6.6896,28.1397,#430859
-7.8906,-6.6205,27.9215,#430859
-7.7671,-6.5695,27.6961,#430859
-7.6514,-6.5362,27.4656,#430959
-7.5444,-6.5204,27.2322,#430959
-7.4469,-6.5215,26.9977,#430959
-7.3595,-6.5391,26.7642,#43095a
-7.2829,-6.5724,26.5334,#43095a
-7.2176,-6.621,26.307,#43095a
-7.1637,-6.6842,26.0866,#430a5a
-7.1217,-6.7613,25.8739,#430a5a
-7.0917,-6.8516,25.6702,#430a5a
-7.0737,-6.9544,25.477,#430a5a
-7.0678,-7.0692,25.2957,#430a5a
-7.074,-7.1951,25.1276,#430a5a
-7.092,-7.3314,24.974,#430b5a
-7.1218,-7.4774,24.836,#430b5b
-7.163,-7.6323,24.7148,#430b5b
-7.2155,-7.7951,24.6116,#430b5b
-7.2788,-7.965,24.5275,#430b5b
-7.3526,-8.141,24.4633,#430b5b
-7.4363,-8.3219,24.4202,#430c5b
-7.5295,-8.5065,24.3989,#430c5b
-7.6315,-8.6936,24.4001,#430c5b
-7.7417,-8.8816,24.4246,#430c5b
-7.8592,-9.069,24.4728,#430c5c
-7.9833,-9.254,24.545,#430c5c
-8.1131,-9.4349,24.6413,#430d5c
-8.2474,-9.6097,24.7616,#430d5c
-8.3851,-9.7762,24.9056,#430d5c
-8.5251,-9.9323,25.0725,#430d5c
-8.6661,-10.0759,25.2615,#430d5c
-8.8066,-10.2047,25.4712,#430d5c
-8.9452,-10.3165,25.6998,#430d5c
-9.0804,-10.4092,25.9454,#430e5d
-9.2105,-10.4808,26.2056,#430e5d
-9.3339,-10.5296,26.4775,#430e5d
-9.4491,-10.554,26.758,#430e5d
-9.5544,-10.5529,27.0437,#430e5d
-9.6483,-10.5255,27.3309,#430e5d
-9.7294,-10.4715,27.6158,#420f5d
-9.7963,-10.391,27.8944,#420f5d
-9.8479,-10.2847,28.1626,#420f5d
-9.8834,-10.1537,28.4167,#420f5e
-9.9018,-9.9999,28.653,#420f5e
-9.9029,-9.8252,28.8678,#420f5e
-9.8863,-9.6324,29.0583,#42105e
-9.8522,-9.4243,29.2218,#42105e
-9.8009,-9.2043,29.3562,#42105e
-9.7331,-8.9756,29.4599,#42105e
-9.6497,-8.7417,29.532,#42105e
-9.5519,-8.5062,29.572,#42105e
-9.4411,-8.2724,29.58,#42115f
-9.3187,-8.0435,29.5567,#42115f
-9.1866,-7.8223,29.5032,#42115f
-9.0465,-7.6117,29.4209,#42115f
-8.9003,-7.4137,29.3119,#42115f
-8.7498,-7.2304,29.1781,#42115f
-8.597,-7.0634,29.0218,#42125f
-8.4437,-6.9138,28.8455,#42125f
-8.2916,-6.7826,28.6518,#42125f
-8.1424,-6.6702,28.4431,#421260
-7.9977,-6.5771,28.2219,#421260
-7.8588,-6.5032,27.9907,#421260
-7.727,-6.4484,27.752,#421360
-7.6034,-6.4124,27.5079,#421360
-7.4891,-6.3948,27.2607,#421360
-7.3848,-6.3951,27.0125,#421360
-7.2913,-6.4126,26.7652,#421360
-7.2092,-6.4467,26.5208,#421360
-7.139,-6.4967,26.2809,#421361
-7.0809,-6.5619,26.0472,#421461
-7.0352,-6.6418,25.8215,#421461
-7.0022,-6.7354,25.6051,#421461
-6.9819,-6.8422,25.3996,#421461
-6.9743,-6.9614,25.2064,#421461
-6.9793,-7.0924,25.0267,#421461
-6.9968,-7.2344,24.862,#421561
-7.0267,-7.3866,24.7135,#421561
-7.0687,-7.5482,24.5825,#421562
-7.1225,-7.7185,24.47,#421562
-7.1878,-7.8964,24.3773,#421562
-7.2641,-8.081,24.3054,#421562
-7.351,-8.2711,24.2553,#421662
-7.4479,-8.4657,24.2281,#421662
-7.5543,-8.6632,24.2245,#421662
-7.6695,-8.8623,24.2452,#421662
-7.7926,-9.0614,24.2909,#421662
-7.9229,-9.2586,24.3621,#421663
-8.0594,-9.452,24.4588,#421763
-8.2011,-9.6396,24.5811,#421763
-8.3467,-9.8192,24.7287,#421763
-8.4951,-9.9885,24.9011,#421763
-8.6449,-10.1452,25.0974,#421763
-8.7947,-10.2867,25.3162,#421763
-8.9428,-10.4107,25.5559,#411863
-9.0877,-10.5148,25.8145,#411863
-9.2277,-10.5969,26.0894,#411864
-9.361,-10.6549,26.3777,#411864
-9.4859,-10.687,26.6762,#411864
-9.6006,-10.6919,26.9812,#411864
-9.7036,-10.6685,27.2888,#411964
-9.7931,-10.6164,27.5949,#411964
-9.8678,-10.5357,27.895,#411964
-9.9263,-10.4267,28.1849,#411964
-9.9675,-10.2909,28.4604,#411964
-9.9907,-10.1298,28.7172,#411965
-9.9952,-9.9458,28.9517,#411965
-9.9808,-9.7417,29.1603,#411a65
-9.9475,-9.5205,29.3401,#411a65
-9.8956,-9.2858,29.4889,#411a65
-9.8258,-9.0414,29.6047,#411a65
-9.7391,-8.7909,29.6865,#411a65
-9.6366,-8.5383,29.7337,#411a65
-9.5199,-8.2872,29.7464,#411b65
-9.3907,-8.0412,29.7254,#411b65
-9.2507,-7.8034,29.6718,#411b66
-9.1019,-7.5767,29.5872,#411b66
-8.9463,-7.3637,29.4738,#411b66
-8.786,-7.1664,29.3337,#411b66
-8.6231,-6.9865,29.1694,#411c66
-8.4594,-6.8253,28.9838,#411c66
-8.2969,-6.6838,28.7793,#411c66
-8.1373,-6.5625,28.5589,#411c66
-7.9824,-6.4617,28.3251,#411c66
-7.8337,-6.3813,28.0807,#411c67
-7.6924,-6.3213,27.8281,#411d67
-7.5598,-6.2812,27.5698,#411d67
-7.437,-6.2605,27.3081,#411d67
-7.3248,-6.2587,27.0453,#411d67
-7.224,-6.275,26.7833,#411d67
-7.1352,-6.3087,26.5241,#411d67
-7.0588,-6.3592,26.2695,#411e67
-6.9954,-6.4256,26.0214,#411e67
-6.945,-6.5073,25.7812,#411e68
-6.9078,-6.6034,25.5507,#411e68
-6.8841,-6.7133,25.3313,#411e68
-6.8737,-6.8363,25.1245,#411e68
-6.8766,-6.9717,24.9316,#411e68
-6.8927,-7.1187,24.7541,#411f68
-6.9217,-7.2765,24.5932,#411f68
-6.9635,-7.4445,24.4502,#411f68
-7.0178,-7.6217,24.3264,#411f68
-7.0842,-7.8073,24.2229,#411f69
-7.1623,-8.0004,24.141,#411f69
-7.2516,-8.1997,24.0818,#412069
-7.3517,-8.4042,24.0462,#412069
-7.4619,-8.6125,24.0353,#412069
-7.5816,-8.8231,24.0499,#412069
-7.71,-9.0344,24.0908,#412069
-7.8462,-9.2446,24.1584,#412069
-7.9893,-9.4517,24.2531,#402169
-8.1383,-9.6536,24.3751,#40216a
-8.292,-9.8479,24.5243,#40216a
-8.449,-10.0322,24.7001,#40216a
-8.6081,-10.204,24.9019,#40216a
-8.7677,-10.3606,25.1283,#40216a
-8.9261,-10.4994,25.3778,#40226a
-9.0818,-10.6179,25.6484,#40226a
-9.2328,-10.7134,25.9376,#40226a
-9.3773,-10.7837,26.2423,#40226a
-9.5134,-10.8267,26.5592,#40226b
-9.6393,-10.8408,26.8845,#40226b
-9.7531,-10.8246,27.2139,#40236b
-9.853,-10.7775,27.543,#40236b
-9.9375,-10.6992,27.8672,#40236b
-10.0049,-10.5902,28.1816,#40236b
-10.0541,-10.4515,28.4817,#40236b
-10.0841,-10.285,28.7628,#40236b
-10.0941,-10.0929,29.0206,#40246b
-10.0838,-9.8781,29.2514,#40246c
-10.053,-9.6441,29.4517,#40246c
-10.0022,-9.3947,29.6188,#40246c
-9.9318,-9.1338,29.7508,#40246c
-9.8429,-8.8656,29.8461,#40246c
-9.7368,-8.5944,29.9042,#40246c
-9.615,-8.3243,29.925,#40256c
-9.4793,-8.059,29.9092,#40256c
-9.3316,-7.8023,29.8582,#40256c
-9.1741,-7.5572,29.7736,#40256d
-9.009,-7.3265,29.6577,#40256d
-8.8384,-7.1127,29.5129,#40256d
-8.6646,-6.9174,29.3419,#40266d
-8.4897,-6.7422,29.1477,#40266d
