0,-80,0,#00000000
360,-80,0,#00000000
0,-20,0,#00000000
360,-20,0,#00000000

60,-65,2,#cf1322
60,-55,3,#f5222d
60,-45,4,#fa541c
60,-35,3,#f5222d
60,-25,1,#a8071a

75,-65,3,#f5222d
75,-55,4,#fa541c
75,-45,5,#fa8c16
75,-35,4,#fa541c
75,-25,2,#cf1322

90,-65,3,#f5222d
90,-55,5,#fa8c16
90,-45,6,#ffa940
90,-35,4,#fa541c
90,-25,2,#cf1322

105,-65,3,#f5222d
105,-55,4,#fa541c
105,-45,5,#fa8c16
105,-35,4,#fa541c
105,-25,2,#cf1322

120,-65,2,#cf1322
120,-55,3,#f5222d
120,-45,4,#fa541c
120,-35,3,#f5222d
120,-25,1,#a8071a

240,-65,2,#cf1322
240,-55,2,#cf1322
240,-45,3,#f5222d
240,-35,2,#cf1322
240,-25,1,#a8071a

255,-65,2,#cf1322
255,-55,3,#f5222d
255,-45,4,#fa541c
255,-35,3,#f5222d
255,-25,2,#cf1322

270,-65,3,#f5222d
270,-55,4,#fa541c
270,-45,5,#fa8c16
270,-35,4,#fa541c
270,-25,2,#cf1322

285,-65,2,#cf1322
285,-55,3,#f5222d
285,-45,4,#fa541c
285,-35,3,#f5222d
285,-25,2,#cf1322

300,-65,2,#cf1322
300,-55,2,#cf1322
300,-45,3,#f5222d
300,-35,2,#cf1322
300,-25,1,#a8071a
